Time;Name;Page;Referrer;Load Generator;Response code;Assertions;Time;Size;Population;Virtual User;
1706278407449;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;/suppliers/frameworks/g-cloud-14/declaration/edit/what-it-means-to-be-on-g-cloud-14;/suppliers/frameworks/g-cloud-14/declaration/edit/what-it-means-to-be-on-g-cloud-14;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#945 - Actions#1;
1706278407577;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/economic-and-financial-standing;/suppliers/frameworks/g-cloud-14/declaration/edit/modern-slavery;/suppliers/frameworks/g-cloud-14/declaration/edit/modern-slavery;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#640 - Actions#1;
1706278407748;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#759 - Actions#1;
1706278407992;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#770 - Actions#1;
1706278408981;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/reuse;/suppliers/frameworks/g-cloud-14/declaration/reuse;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#1000 - Actions#1;
1706278409400;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;/suppliers/frameworks/g-cloud-14/declaration/edit/what-it-means-to-be-on-g-cloud-14;/suppliers/frameworks/g-cloud-14/declaration/edit/what-it-means-to-be-on-g-cloud-14;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#928 - Actions#1;
1706278409603;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-discretionary-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-discretionary-exclusion;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#656 - Actions#1;
1706278410788;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/value-added-tax;/suppliers/frameworks/g-cloud-14/declaration/edit/value-added-tax;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#585 - Actions#1;
1706278411098;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#707 - Actions#1;
1706278411860;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281291/edit/about-your-service/service-description;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/about-your-service/servi;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#421 - Actions#1;
1706278412121;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/economic-and-financial-standing;/suppliers/frameworks/g-cloud-14/declaration/edit/modern-slavery;/suppliers/frameworks/g-cloud-14/declaration/edit/modern-slavery;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#680 - Actions#1;
1706278412256;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#971 - Actions#1;
1706278413376;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281287/edit/service-features-and-benefits/service-features-and-benefits;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/service-features-and-ben;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#391 - Actions#1;
1706278413697;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281174/edit/analytics/metrics;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/analytics/metrics;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#122 - Actions#1;
1706278413969;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281284/edit/service-scope/system-requirements;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/service-scope/system-req;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#527 - Actions#1;
1706278413977;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#887 - Actions#1;
1706278414019;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/health-and-safety;/suppliers/frameworks/g-cloud-14/declaration/edit/health-and-safety;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#519 - Actions#1;
1706278414222;GET https://www.nft.marketplace.team/suppliers/details;/suppliers/details;;localhost:7100;200;1 Assertion failed;8.27;32289;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#1030 - Actions#1;
1706278416816;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-discretionary-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-discretionary-exclusion;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#750 - Actions#1;
1706278416834;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#730 - Actions#1;
1706278417087;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281289/edit/service-features-and-benefits/service-features-and-benefits;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/service-features-and-ben;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#565 - Actions#1;
1706278417591;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281126/edit/data-in-transit-protection/protection-within-your-network;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/data-in-transit-protecti;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#281 - Actions#1;
1706278418338;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281147/edit/data-in-transit-protection/protection-between-networks;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/data-in-transit-protecti;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#303 - Actions#1;
1706278418380;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/start;/suppliers/frameworks/g-cloud-14/declaration/start;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#996 - Actions#1;
1706278418575;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/framework-award-form-details;/suppliers/frameworks/g-cloud-14/declaration/edit/framework-award-form-details;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#449 - Actions#1;
1706278418647;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/immediate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#878 - Actions#1;
1706278418855;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/280994/edit/standards-and-certifications/csa-star-certification;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/standards-and-certificat;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/${pServiceId}/edit/standards-and-certifications/iso-28000-2007-certification;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#115 - Actions#1;
1706278419022;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/insurance-requirements;/suppliers/frameworks/g-cloud-14/declaration/edit/insurance-requirements;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#41 - Actions#2;
1706278420724;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#761 - Actions#1;
1706278420751;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281127/edit/asset-protection/data-storage-and-processing-locations;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/asset-protection/data-st;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#471 - Actions#1;
1706278421020;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281255/edit/user-support/onsite-support;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/user-support/onsite-supp;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#438 - Actions#1;
1706278421257;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions;/suppliers/frameworks/g-cloud-14/submissions;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#439 - Actions#1;
1706278421294;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/immediate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/immediate-parent-company;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#893 - Actions#1;
1706278421338;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/health-and-safety;/suppliers/frameworks/g-cloud-14/declaration/edit/data-protection;/suppliers/frameworks/g-cloud-14/declaration/edit/data-protection;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#574 - Actions#1;
1706278421385;GET https://www.nft.marketplace.team/suppliers/details;/suppliers/details;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#1023 - Actions#1;
1706278421715;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-discretionary-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#783 - Actions#1;
1706278421769;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281042/edit/staff-security/government-security-clearances;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/staff-security/governmen;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#386 - Actions#1;
1706278422065;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/health-and-safety;/suppliers/frameworks/g-cloud-14/declaration/edit/data-protection;/suppliers/frameworks/g-cloud-14/declaration/edit/data-protection;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#513 - Actions#1;
1706278422162;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281226/edit/onboarding-and-offboarding/getting-started;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/onboarding-and-offboardi;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#411 - Actions#1;
1706278422246;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/service-type;/suppliers/frameworks/g-cloud-14/submissions/service-type;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#415 - Actions#1;
1706278423259;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#642 - Actions#1;
1706278423550;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requireme;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#836 - Actions#1;
1706278423554;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#959 - Actions#1;
1706278424130;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#746 - Actions#1;
1706278424541;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/group-or-consortium;/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#736 - Actions#1;
1706278425233;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281238/edit/how-users-work-with-your-service/web-interface;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/how-users-work-with-your;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#466 - Actions#1;
1706278425308;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#790 - Actions#1;
1706278425574;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281134/edit/asset-protection/datacentre-security-standards;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/asset-protection/datacen;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#91 - Actions#1;
1706278425671;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#792 - Actions#1;
1706278425698;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#983 - Actions#1;
1706278425855;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281040/edit/operational-security/incident-management-approach;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/operational-security/inc;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/${pServiceId}/edit/operational-security/incident-management-type;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#374 - Actions#1;
1706278425876;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281292/edit/about-your-service/service-description;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/about-your-service/servi;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#403 - Actions#1;
1706278426199;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#694 - Actions#1;
1706278426314;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;/suppliers/frameworks/g-cloud-14/declaration/edit/group-or-consortium;/suppliers/frameworks/g-cloud-14/declaration/edit/group-or-consortium;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#793 - Actions#1;
1706278426790;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#99 - Actions#2;
1706278427214;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#695 - Actions#1;
1706278427260;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281282/edit/service-scope/service-constraints;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/service-scope/service-co;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#343 - Actions#1;
1706278427272;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requireme;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#850 - Actions#1;
1706278428229;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;/suppliers/frameworks/g-cloud-14/declaration/edit/group-or-consortium;/suppliers/frameworks/g-cloud-14/declaration/edit/group-or-consortium;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#726 - Actions#1;
1706278428504;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281016;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/audit-information-for-us;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/${pServiceId}/edit/audit-information-for-users/how-long-system-logs-stored;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#154 - Actions#1;
1706278428510;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281249/edit/how-users-work-with-your-service/web-interface;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/how-users-work-with-your;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#252 - Actions#1;
1706278428533;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion;/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;/suppliers/frameworks/g-cloud-14/declaration/edit/key-subcontractors;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#639 - Actions#1;
1706278428921;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requireme;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#868 - Actions#1;
1706278430018;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;/suppliers/frameworks/g-cloud-14/declaration/edit/grounds-for-mandatory-exclusion-taxes;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#751 - Actions#1;
1706278430991;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281013/edit/standards-and-certifications/csa-star-certification;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/standards-and-certificat;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/${pServiceId}/edit/standards-and-certifications/iso-28000-2007-certification;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#142 - Actions#1;
1706278431758;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requireme;/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#938 - Actions#1;
1706278433804;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/insurance-requirements;/suppliers/frameworks/g-cloud-14/declaration/edit/value-added-tax;/suppliers/frameworks/g-cloud-14/declaration/edit/value-added-tax;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#74 - Actions#2;
1706278433833;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;/suppliers/frameworks/g-cloud-14/declaration/edit/providing-suitable-services;;localhost:7100;504;0 Assertion failed;60;761;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#972 - Actions#1;
1706278434267;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#840 - Actions#1;
1706278434669;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requirement;/suppliers/frameworks/g-cloud-14/declaration/edit/authorisation-or-organisation-legal-requireme;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#951 - Actions#1;
1706278435305;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/reuse;/suppliers/frameworks/g-cloud-14/declaration/reuse;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#991 - Actions#1;
1706278435660;POST https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/ultimate-parent-company;;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#866 - Actions#1;
1706278436976;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/declaration/edit/immediate-parent-company;/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;/suppliers/frameworks/g-cloud-14/declaration/edit/persons-with-significant-control;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#899 - Actions#1;
1706278437372;GET https://www.nft.marketplace.team/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281009/edit/standards-and-certifications/pci-certification;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/281140/edit/standards-and-certificat;/suppliers/frameworks/g-cloud-14/submissions/cloud-hosting/${pServiceId}/edit/standards-and-certifications/csa-star-certification;localhost:7100;504;0 Assertion failed;60;723;DMP-1.5-Dryrun;DMP 1.5 Supplier Registration - Working on AWS NFT#136 - Actions#1;
